"unitid","institution name","year","IC2016.Religious affiliation","DRVHR2016.Average salary equated to 9 months of full-time instructional staff - all ranks","DRVGR2016.Graduation rate - Bachelor degree within 6 years, total","DRVADM2016.Percent admitted - total","DRVADM2016.Admissions yield - total","ADM2016.SAT Critical Reading 25th percentile score","ADM2016.SAT Critical Reading 75th percentile score","ADM2016.SAT Math 25th percentile score","ADM2016.SAT Math 75th percentile score","ADM2016.ACT Composite 25th percentile score","ADM2016.ACT Composite 75th percentile score","F1516_F2.Total expenses","F1516_F2.Instruction-Total amount","F1516_F2.Value of endowment assets at the end of the fiscal year"
"414878","Trine University-Regional/Non-Traditional Campuses","2016","Not applicable","69203","0",,,,,,,,,,,
"421832","Living Arts College","2016","Not applicable","28977","57","88","84",,,,,,,,,
"428259","Ottawa University-Milwaukee","2016","American Baptist",,,,,,,,,,,,,
"432241","University of Phoenix-Oregon","2016","Not applicable",,"17",,,,,,,,,,,
"437325","Linfield College-Online and Continuing Education","2016","American Baptist","66032",,,,,,,,,,,,
"440466","University of Phoenix-Idaho","2016","Not applicable",,"5",,,,,,,,,,,
"441900","Nevada State College","2016","Not applicable","68428","15","76","46",,,,,,,,,
"443410","DigiPen Institute of Technology","2016","Not applicable","76589","40","53","48","550","660","540","680","26","31",,,
"445319","University of Phoenix-Minnesota","2016","Not applicable",,"13",,,,,,,,,,,
"446048","Ave Maria University","2016","Roman Catholic","65613","65","40","31","490","630","480","600","21","27","37885505","9285449","4222902"
"447050","United States University","2016","Not applicable","61245",,,,,,,,,,,,
"447689","Georgia Gwinnett College","2016","Not applicable","61634","17",,,,,,,,,,,
"449870","University of the West","2016","Not applicable","58655","50",,,,,,,,,"8338735","3086596","12313271"
"450085","The Art Institute of Charleston","2016","Not applicable","39822","21",,,,,,,,,,,
"450298","Strayer University-Delaware","2016","Not applicable","71816",,,,,,,,,,,,
"451060","Digital Media Arts College","2016","Not applicable","34650","35",,,,,,,,,,,
"454184","The King's College","2016","Interdenominational","80581","53","41","15","590","660","490","610","24","28","22002592","6743075","488137"
"454582","Ottawa University-Online","2016","American Baptist","46500",,,,,,,,,,,,
"455770","Providence Christian College","2016","Undenominational","49973","56","64","39",,,,,,,"5274596","3355937","27247"
"456621","Strayer University-West Virginia","2016","Not applicable","68625",,,,,,,,,,,,
"457484","Pacific Rim Christian University","2016","Other Protestant",,"46","56","65",,,,,,,"1247308","169733",
"457697","City Vision University","2016","Not applicable",,"0",,,,,,,,,"465532","90417",
"458496","The Art Institute of Virginia Beach","2016","Not applicable","37604","33",,,,,,,,,,,
"458973","Strayer University-Texas","2016","Not applicable","63447",,,,,,,,,,,,
"458982","The Art Institute of San Antonio","2016","Not applicable","42842","33",,,,,,,,,,,
"459268","South University–Virginia Beach","2016","Not applicable","53443","17",,,,,,,,,,,
"459851","Herzing University-Brookfield","2016","Not applicable","60394","0","100","79",,,,,,,,,
"460783","Remington College-Heathrow Campus","2016","Not applicable",,"42",,,,,,,,,"2860150","1396121",
"461236","Georgia Christian University","2016","Not applicable","27188",,,,,,,,,,"2192151","1109245",
"461795","North American University","2016","Not applicable","42252","100",,,,,,,,,"10720339","3322217",
"462044","Institute for Doctoral Studies in the Visual Arts","2016","Not applicable","69326",,,,,,,,,,"984868","425892",
"462354","John Paul the Great Catholic University","2016","Roman Catholic","64961","63","98","37","480","620","430","580","22","28","5889010","4254343","30001"
"468015","South University-The Art Institute of Fort Worth","2016","Not applicable","42688","16",,,,,,,,,,,
"468024","South University-Novi","2016","Not applicable","66786","29",,,,,,,,,,,
"470092","The Art Institute of Wisconsin","2016","Not applicable","40462","21",,,,,,,,,,,
"475200","Whitworth University-Adult Degree Programs","2016","Presbyterian","49173",,,,,,,,,,,"1771448",
"480073","South University-Austin","2016","Not applicable","61428",,,,,,,,,,,,
"480134","Elizabethtown College School of Continuing and Professional Studies","2016","Church of Brethren",,,"100","100",,,,,,,,,
"481720","South University-High Point","2016","Not applicable","52758",,,,,,,,,,,,
"482158","Middle Georgia State University","2016","Not applicable","51271",,"71","61",,,,,,,,,
"484622","University of Phoenix-Arkansas","2016","Not applicable",,"10",,,,,,,,,,,
"484701","University of Phoenix-Missouri","2016","Not applicable",,"11",,,,,,,,,,,
"484783","University of Phoenix-Pennsylvania","2016","Not applicable",,"9",,,,,,,,,,,
